Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,61.406250,63.687500,59.640625,63.671875,40.126480,10661800
1996-02-01,63.609375,66.687500,63.437500,63.875000,40.254490,14850400
1996-03-01,64.640625,65.968750,62.000000,64.687500,40.766521,19022700
1996-04-01,65.000000,65.812500,62.125000,65.390625,41.392666,14999300
1996-05-01,65.375000,68.437500,63.078125,66.875000,42.332294,17453200
1996-06-01,66.890625,68.500000,66.156250,67.109375,42.480652,16871800
1996-07-01,67.281250,67.703125,60.375000,64.093750,40.786713,28811500
1996-08-01,64.156250,67.343750,64.062500,65.328125,41.572231,15593100
1996-09-01,64.468750,69.250000,64.375000,68.625000,43.670227,17216100
1996-10-01,68.703125,71.625000,68.437500,70.843750,45.314163,14791800
1996-11-01,70.984375,76.687500,70.265625,76.015625,48.622269,24089700
1996-12-01,75.921875,76.578125,71.875000,73.843750,47.233070,34952800
1997-01-01,74.375000,79.687500,72.750000,78.406250,50.397861,43623700
1997-02-01,78.718750,82.000000,77.125000,79.156250,50.879959,30028800
1997-03-01,78.750000,81.796875,75.250000,75.375000,48.449451,37514300
1997-04-01,75.250000,80.687500,73.312500,80.093750,51.679729,57679300
1997-05-01,80.218750,85.562500,79.312500,85.156250,54.946247,37473400
1997-06-01,85.343750,90.500000,84.078125,88.312500,56.982796,47332500
1997-07-01,88.500000,96.031250,88.390625,95.312500,61.738922,65359700
1997-08-01,95.500000,96.625000,89.343750,90.375000,58.540649,99046800
1997-09-01,90.687500,96.375000,90.250000,94.375000,61.131672,78642200
1997-10-01,95.250000,98.500000,84.375000,92.062500,59.852531,137440500
1997-11-01,93.187500,96.812500,90.093750,95.625000,62.168583,93157400
1997-12-01,96.218750,99.000000,92.375000,97.062500,63.103138,79162300
1998-01-01,97.312500,99.562500,90.906250,98.312500,64.170120,104582300
1998-02-01,99.906250,105.531250,99.718750,105.125000,68.616760,69733700
1998-03-01,105.250000,111.531250,103.156250,109.937500,71.757935,87316900
1998-04-01,110.312500,113.437500,107.625000,111.343750,72.884613,118629400
1998-05-01,111.750000,113.312500,107.578125,109.031250,71.370888,116264800
1998-06-01,108.968750,114.687500,107.500000,113.312500,74.173363,141993600
1998-07-01,114.062500,119.234375,111.312500,111.781250,73.403862,155280200
1998-08-01,111.781250,112.421875,95.000000,96.000000,63.040688,268542800
1998-09-01,96.062500,107.000000,93.625000,101.750000,66.816605,269370500
1998-10-01,100.031250,110.906250,92.218750,110.000000,72.489326,249152700
1998-11-01,110.812500,119.718750,110.187500,116.125000,76.525627,136369000
1998-12-01,116.125000,124.750000,113.750000,123.312500,81.262146,156026700
1999-01-01,123.375000,128.500000,120.375000,127.656250,84.404121,141419000
1999-02-01,128.687500,128.843750,121.328125,123.562500,81.697372,164624900
1999-03-01,123.656250,132.625000,121.781250,128.375000,84.879341,148191100
1999-04-01,129.687500,137.500000,128.125000,133.250000,88.316338,156755700
1999-05-01,133.437500,138.000000,128.000000,130.203125,86.296890,182566900
1999-06-01,130.125000,137.500000,128.015625,137.000000,90.801727,160692200
1999-07-01,137.000000,142.250000,132.562500,132.750000,88.250542,115669100
1999-08-01,132.750000,138.781250,127.000000,132.062500,87.793480,142925900
1999-09-01,132.937500,136.625000,125.562500,128.750000,85.591377,167972700
1999-10-01,127.937500,137.687500,123.437500,137.000000,91.332359,196829400
1999-11-01,136.500000,143.000000,134.593750,139.281250,92.853180,125042200
1999-12-01,139.312500,147.562500,139.000000,146.875000,97.915619,121529300
2000-01-01,148.250000,148.250000,135.000000,139.562500,93.269043,156770800
2000-02-01,139.750000,144.562500,132.718750,137.437500,91.848946,186938300
2000-03-01,137.625000,155.750000,135.031250,150.375000,100.494980,247594900
2000-04-01,150.125000,153.109375,133.500000,145.093750,97.211998,229246200
2000-05-01,146.562500,148.484375,136.500000,142.812500,95.683617,161024000
2000-06-01,143.687500,149.156250,143.000000,145.281250,97.337654,127146000
2000-07-01,145.437500,151.984375,141.515625,143.000000,96.034821,106780100
2000-08-01,143.625000,153.093750,142.625000,152.343750,102.309799,102365500
2000-09-01,153.250000,153.593750,142.125000,143.625000,96.454536,113203000
2000-10-01,144.281250,145.750000,130.156250,142.953125,96.244484,178392400
2000-11-01,142.250000,144.296875,129.750000,132.281250,89.059578,156699900
2000-12-01,133.187500,139.562500,125.531250,131.187500,88.323196,165416700
2001-01-01,132.000000,138.699997,127.562500,137.020004,92.532944,181296400
2001-02-01,137.100006,137.990005,121.800003,123.949997,83.706429,178607000
2001-03-01,124.050003,127.750000,108.040001,116.690002,78.803612,318187200
2001-04-01,116.300003,127.269997,109.300003,126.660004,85.766891,251839700
2001-05-01,125.070000,132.089996,123.440002,125.949997,85.286102,208040000
2001-06-01,126.199997,129.229996,120.400002,122.599998,83.017693,203578200
2001-07-01,122.800003,124.320000,116.750000,121.349998,82.404984,196892900
2001-08-01,121.970001,123.250000,112.040001,114.150002,77.515648,269599600
2001-09-01,113.849998,116.169998,93.800003,104.440002,70.921921,419156100
2001-10-01,103.900002,111.790001,102.830002,105.800003,72.115051,512612000
2001-11-01,106.599998,116.900002,105.699997,114.050003,77.738373,372515000
2001-12-01,113.650002,118.000000,112.000000,114.300003,77.908798,308403900
2002-01-01,115.110001,117.989998,108.400002,113.180000,77.410690,349380000
2002-02-01,113.089996,113.300003,107.820000,111.150002,76.022240,424492600
2002-03-01,111.720001,117.900002,111.510002,114.519997,78.327217,385578100
2002-04-01,114.230003,115.099998,106.629997,107.860001,73.983345,404461000
2002-05-01,107.970001,111.250000,104.900002,107.220001,73.544380,452626500
2002-06-01,107.089996,107.599998,95.190002,98.959999,67.878662,534883500
2002-07-01,99.180000,99.800003,77.680000,91.160004,62.747337,1124248800
2002-08-01,90.879997,97.150002,83.550003,91.779999,63.174095,936191200
2002-09-01,90.730003,93.330002,80.900002,81.790001,56.297756,1013828600
2002-10-01,82.430000,91.290001,77.070000,88.519997,61.203323,1344248100
2002-11-01,88.349998,94.949997,87.449997,93.980003,64.978416,818243400
2002-12-01,95.470001,96.050003,87.110001,88.230003,61.002815,728285900
2003-01-01,88.849998,93.860001,84.150002,86.059998,59.794842,911319900
2003-02-01,86.139999,86.809998,81.000000,84.900002,58.988911,862248300
2003-03-01,85.260002,89.879997,79.379997,84.739998,58.877712,1156870200
2003-04-01,85.250000,92.800003,84.910004,91.910004,64.116913,996114200
2003-05-01,91.919998,97.089996,90.500000,96.949997,67.632866,881509900
2003-06-01,97.529999,102.180000,96.669998,97.629997,68.107262,867970200
2003-07-01,97.250000,101.900002,96.430000,99.389999,69.585487,895260500
2003-08-01,99.190002,101.820000,96.339996,101.440002,71.020752,772702000
2003-09-01,101.639999,104.699997,99.250000,99.949997,69.977539,818513400
2003-10-01,100.239998,105.970001,100.199997,105.300003,74.006271,831700900
2003-11-01,105.750000,106.949997,103.620003,106.449997,74.814468,630654200
2003-12-01,106.849998,111.519997,105.959999,111.279999,78.209068,678350400
2004-01-01,111.739998,116.500000,110.730003,113.480003,80.132095,737674000
2004-02-01,113.699997,116.599998,112.779999,115.019997,81.219551,676976900
2004-03-01,115.430000,116.970001,108.849998,113.099998,79.863762,1125003900
2004-04-01,113.070000,115.410004,110.900002,110.959999,78.627327,968620900
2004-05-01,111.370003,113.260002,108.059998,112.860001,79.973686,981083900
2004-06-01,112.459999,114.940002,111.870003,114.529999,81.157074,721880400
2004-07-01,114.250000,114.400002,108.209999,110.839996,78.829002,954619200
2004-08-01,110.190002,111.629997,106.589996,111.110001,79.021019,922892000
2004-09-01,110.949997,113.739998,110.410004,111.760002,79.483292,790891900
2004-10-01,112.260002,114.680000,109.349998,113.199997,80.842537,1044071300
2004-11-01,113.559998,119.139999,113.199997,117.889999,84.191917,961601700
2004-12-01,118.160004,121.660004,117.730003,120.870003,86.575928,909170200
2005-01-01,121.559998,121.760002,116.370003,118.160004,85.034622,1184211500
2005-02-01,118.250000,121.669998,118.099998,120.629997,86.812187,1025608400
2005-03-01,120.820000,123.250000,116.250000,117.959999,84.890732,1330548800
2005-04-01,118.629997,119.260002,113.550003,115.750000,83.627426,1633318500
2005-05-01,116.070000,120.250000,114.800003,119.480003,86.322319,1334647300
2005-06-01,119.519997,121.940002,118.750000,119.180000,86.105568,1089322900
2005-07-01,119.449997,124.639999,118.260002,123.739998,89.760918,1176306400
2005-08-01,123.830002,124.739998,120.379997,122.580002,88.919456,1306564800
2005-09-01,122.519997,124.739998,120.440002,123.040001,89.253120,1287005000
2005-10-01,122.959999,123.339996,116.879997,120.129997,87.513184,1784566400
2005-11-01,120.580002,127.410004,120.129997,125.410004,91.359589,1183732800
2005-12-01,126.019997,128.089996,124.360001,124.510002,90.703934,1073146800
2006-01-01,125.190002,129.440002,124.389999,127.500000,93.374496,1233910800
2006-02-01,127.820000,130.039993,125.400002,128.229996,93.909103,1145244400
2006-03-01,128.600006,131.470001,127.180000,129.830002,95.080856,1350777100
2006-04-01,130.070007,131.860001,128.020004,131.470001,96.664803,1300327900
2006-05-01,131.470001,132.800003,124.760002,127.510002,93.753151,1752747100
2006-06-01,127.379997,129.429993,122.339996,127.279999,93.584053,2163829300
2006-07-01,127.430000,128.139999,122.389999,127.849998,94.418648,1691301400
2006-08-01,127.339996,131.039993,126.279999,130.639999,96.479088,1420345400
2006-09-01,131.139999,133.990005,129.350006,133.580002,98.650322,1363687900
2006-10-01,133.539993,139.000000,132.649994,137.789993,102.206924,1443344100
2006-11-01,138.220001,141.160004,135.619995,140.529999,104.239380,1502059900
2006-12-01,140.529999,143.240005,138.970001,141.619995,105.047905,1212756800
2007-01-01,142.250000,144.130005,140.250000,143.750000,107.221939,1330329900
2007-02-01,144.149994,146.419998,139.000000,140.929993,105.118561,1494548900
2007-03-01,139.339996,143.809998,136.750000,142.000000,105.916664,2918304400
2007-04-01,142.160004,149.800003,141.479996,148.289993,111.047035,1791289900
2007-05-01,148.419998,153.889999,147.669998,153.320007,114.813736,2508178000
2007-06-01,153.880005,154.399994,148.059998,150.429993,112.649559,3502885400
2007-07-01,150.869995,155.529999,145.039993,145.720001,109.592781,3988676200
2007-08-01,145.179993,150.589996,137.000000,147.589996,110.999176,6195918600
2007-09-01,147.449997,154.389999,144.330002,152.580002,114.752060,2967009200
2007-10-01,152.600006,157.520004,148.660004,154.649994,116.860565,3850069600
2007-11-01,153.289993,153.410004,140.660004,148.660004,112.334274,5472709900
2007-12-01,148.190002,152.889999,143.960007,146.210007,110.482979,3293787500
2008-01-01,146.529999,146.990005,126.000000,137.369995,104.353996,6106834300
2008-02-01,137.940002,139.610001,131.729996,133.820007,101.657196,4151028600
2008-03-01,133.139999,135.809998,126.070000,131.970001,100.251839,5462121800
2008-04-01,133.610001,140.589996,132.330002,138.259995,105.550026,4014652600
2008-05-01,138.380005,144.300003,137.520004,140.350006,107.145584,3646997000
2008-06-01,139.830002,140.889999,127.040001,127.980003,97.702103,5408930000
2008-07-01,126.519997,129.160004,120.019997,126.830002,97.308495,7156206800
2008-08-01,127.120003,131.509995,124.760002,128.789993,98.812256,4344355500
2008-09-01,130.029999,130.710007,110.529999,115.989998,88.991661,8105188900
2008-10-01,115.269997,116.690002,83.580002,96.830002,74.721443,11882352200
2008-11-01,96.779999,100.860001,74.339996,90.089996,69.520340,8762237000
2008-12-01,87.510002,92.430000,81.860001,90.239998,69.636078,6919927700
2009-01-01,90.440002,94.449997,80.050003,82.830002,64.436844,6872039400
2009-02-01,81.570000,87.739998,73.809998,73.930000,57.513153,7275092500
2009-03-01,72.519997,83.300003,67.099998,79.519997,61.861855,8813959700
2009-04-01,78.529999,89.019997,78.330002,87.419998,68.494347,6023006600
2009-05-01,87.440002,93.699997,86.720001,92.529999,72.498070,5195735600
2009-06-01,93.669998,96.110001,88.849998,91.949997,72.043640,5054855000
2009-07-01,92.339996,99.830002,87.000000,98.809998,77.855843,4295844600
2009-08-01,99.849998,104.349998,98.110001,102.459999,80.731789,3957574800
2009-09-01,101.949997,108.059998,99.570000,105.589996,83.198029,3777956700
2009-10-01,103.000000,110.309998,101.989998,103.559998,81.987175,4481700800
2009-11-01,104.129997,111.739998,103.080002,109.940002,87.038147,3430866200
2009-12-01,110.919998,113.029999,109.019997,111.440002,88.225708,2883885800
2010-01-01,112.370003,115.139999,107.220001,107.389999,85.477058,3706842300
2010-02-01,108.150002,111.580002,104.580002,110.739998,88.143509,4451912400
2010-03-01,111.199997,118.169998,111.169998,117.000000,93.126152,3899688500
2010-04-01,117.800003,122.120003,117.099998,118.809998,94.956238,3887089700
2010-05-01,119.379997,120.680000,104.379997,109.370003,87.411560,7413878800
2010-06-01,108.349998,113.199997,102.879997,103.220001,82.496300,5706059600
2010-07-01,103.150002,112.290001,101.129997,110.269997,88.550171,4725402000
2010-08-01,111.989998,113.180000,104.290001,105.309998,84.567093,4541971600
2010-09-01,106.730003,115.790001,106.660004,114.129997,91.649849,4035642500
2010-10-01,114.989998,119.760002,113.180000,118.489998,95.660454,3767490800
2010-11-01,119.070000,122.949997,117.589996,118.489998,95.660454,3983708900
2010-12-01,120.199997,126.199997,120.190002,125.750000,101.521667,2722749900
2011-01-01,126.709999,130.350006,125.699997,128.679993,104.433472,2860314700
2011-02-01,129.460007,134.690002,129.380005,133.149994,108.061218,2820073500
2011-03-01,133.570007,133.690002,125.279999,132.589996,107.606743,4787459400
2011-04-01,133.410004,136.570007,129.509995,136.429993,111.204208,2812718500
2011-05-01,137.070007,137.179993,131.380005,134.899994,109.957100,3337607300
2011-06-01,134.509995,134.919998,126.190002,131.970001,107.568840,4710433400
2011-07-01,132.089996,135.699997,127.970001,129.330002,105.939583,3840768000
2011-08-01,130.839996,130.960007,110.269997,122.220001,100.115509,9050451800
2011-09-01,122.290001,123.400002,111.300003,113.150002,92.685905,6188283200
2011-10-01,112.489998,129.419998,107.430000,125.500000,103.334137,5721102000
2011-11-01,122.029999,128.020004,116.199997,124.989998,102.914246,5013586000
2011-12-01,124.849998,127.260002,120.029999,125.500000,103.334137,3848636100
2012-01-01,127.760002,133.399994,126.430000,131.320007,108.811951,2883821400
2012-02-01,132.289993,138.190002,132.130005,137.020004,113.535027,2894582000
2012-03-01,137.309998,141.830002,134.360001,140.809998,116.675461,3057516200
2012-04-01,140.639999,142.210007,135.759995,139.869995,116.404427,3035644100
2012-05-01,139.789993,141.660004,129.550003,131.470001,109.413696,4004156100
2012-06-01,129.410004,136.270004,127.139999,136.100006,113.266945,3644886200
2012-07-01,136.479996,139.339996,132.600006,137.710007,115.200676,2864743300
2012-08-01,138.699997,143.089996,135.580002,141.160004,118.086754,2413590900
2012-09-01,141.039993,148.110001,140.130005,143.970001,120.437431,2391233500
2012-10-01,144.520004,147.160004,140.389999,141.350006,118.876877,2719915500
2012-11-01,141.649994,143.720001,134.699997,142.149994,119.549721,3032769100
2012-12-01,142.800003,145.580002,139.539993,142.410004,119.768379,2889875900
2013-01-01,145.110001,150.940002,144.729996,149.699997,126.792229,2587140200
2013-02-01,150.649994,153.279999,148.729996,151.610001,128.410004,2581459300
2013-03-01,151.089996,156.850006,150.410004,156.669998,132.695709,2330972300
2013-04-01,156.589996,159.720001,153.550003,159.679993,135.846588,2907035000
2013-05-01,159.330002,169.070007,158.100006,163.449997,139.053879,2781596000
2013-06-01,163.830002,165.990005,155.729996,160.419998,136.476151,3533321800
2013-07-01,161.259995,169.860001,160.220001,168.710007,144.288300,2330904500
2013-08-01,169.990005,170.970001,163.050003,163.649994,139.960724,2283131700
2013-09-01,165.229996,173.600006,163.699997,168.009995,143.689606,2226749600
2013-10-01,168.139999,177.509995,164.529999,175.789993,151.076233,2901739000
2013-11-01,176.020004,181.750000,174.759995,181.000000,155.553741,1930952900
2013-12-01,181.089996,184.690002,177.320007,184.690002,158.724945,2232775900
2014-01-01,183.979996,184.940002,176.880005,178.179993,153.961548,2530650900
2014-02-01,177.970001,187.149994,173.710007,186.289993,160.969254,2394184600
2014-03-01,184.649994,189.020004,183.750000,187.009995,161.591385,2554084300
2014-04-01,187.619995,189.699997,181.309998,188.309998,163.432846,2345902000
2014-05-01,188.220001,192.800003,186.009995,192.679993,167.225540,1781093800
2014-06-01,192.949997,196.600006,191.970001,195.720001,169.863892,1675047300
2014-07-01,196.199997,199.059998,192.970001,193.089996,168.384399,1893710200
2014-08-01,192.559998,200.820007,190.550003,200.710007,175.029434,1829885000
2014-09-01,200.970001,201.899994,196.050003,197.020004,171.811539,2106462700
2014-10-01,196.699997,201.820007,181.919998,201.660004,176.679886,3943068000
2014-11-01,201.919998,207.869995,200.059998,207.199997,181.533615,1571091800
2014-12-01,206.399994,212.970001,197.860001,205.539993,180.079254,3045171000
2015-01-01,206.380005,206.880005,198.550003,199.449997,175.708069,3183506000
2015-02-01,200.050003,212.240005,197.860001,210.660004,185.583679,1901638100
2015-03-01,210.779999,212.059998,204.119995,206.429993,181.857208,2749923000
2015-04-01,206.389999,212.479996,204.509995,208.460007,184.465302,2036685200
2015-05-01,209.399994,213.779999,206.759995,211.139999,186.836853,1892519900
2015-06-01,211.940002,213.339996,205.279999,205.850006,182.155762,2535242600
2015-07-01,207.729996,213.179993,204.110001,210.500000,187.176529,2452758000
2015-08-01,210.460007,211.309998,182.399994,197.669998,175.768158,3734926900
2015-09-01,193.119995,202.889999,186.929993,191.630005,170.397369,3279512900
2015-10-01,192.080002,209.440002,189.119995,207.929993,185.852554,2536184400
2015-11-01,208.320007,211.660004,202.179993,208.690002,186.531830,1924512800
2015-12-01,209.440002,211.000000,199.830002,203.869995,182.223587,2924882300
2016-01-01,200.490005,201.899994,181.020004,193.720001,174.181854,3712950900
2016-02-01,192.529999,196.679993,181.089996,193.559998,174.037949,2920730800
2016-03-01,195.009995,206.869995,194.449997,205.520004,184.791718,2323306500
2016-04-01,204.350006,210.919998,203.089996,206.330002,186.476837,1910635600
2016-05-01,206.919998,210.690002,202.779999,209.839996,189.649124,1828530900
2016-06-01,209.119995,212.520004,198.649994,209.479996,189.323761,2612406900
2016-07-01,209.479996,217.539993,207.059998,217.119995,197.249115,1648453700
2016-08-01,217.190002,219.600006,214.250000,217.380005,197.485291,1519703200
2016-09-01,217.369995,219.220001,212.309998,216.300003,196.504135,2292393000
2016-10-01,215.820007,216.699997,211.210007,212.550003,194.072754,1725687400
2016-11-01,212.929993,221.820007,208.380005,220.380005,201.222092,2073824400
2016-12-01,220.729996,228.339996,219.149994,223.529999,204.098236,1821910200
2017-01-01,225.039993,229.710007,223.880005,227.529999,208.975037,1482408500
2017-02-01,227.529999,237.309998,226.820007,236.470001,217.185974,1365136600
2017-03-01,238.389999,240.320007,231.610001,235.740005,216.515518,1921474100
2017-04-01,235.800003,239.529999,232.509995,238.080002,219.615936,1549613700
2017-05-01,238.679993,242.080002,235.429993,241.440002,222.715424,1492547000
2017-06-01,241.970001,245.009995,239.960007,241.800003,223.047470,1572753000
2017-07-01,242.880005,248.000000,240.339996,246.770004,228.742065,1055908800
2017-08-01,247.460007,248.910004,241.830002,247.490005,229.409531,1557031500
2017-09-01,247.919998,251.320007,244.949997,251.229996,232.876282,1286405100
2017-10-01,251.490005,257.890015,251.289993,257.149994,239.546738,1320624600
2017-11-01,258.040009,266.049988,255.630005,265.010010,246.868698,1365620900
2017-12-01,264.760010,268.600006,260.760010,266.859985,248.591995,1715222900
2018-01-01,267.839996,286.630005,267.399994,281.899994,263.944702,1985506700
2018-02-01,281.070007,283.059998,252.919998,271.649994,254.347580,2923722000
2018-03-01,271.410004,280.410004,257.829987,263.149994,246.388992,2323561800
2018-04-01,262.549988,271.299988,254.669998,264.510010,248.654251,1998466500
2018-05-01,263.869995,274.250000,259.049988,270.940002,254.698807,1606397200
2018-06-01,272.410004,279.480011,268.489990,271.279999,255.018433,1599001000
2018-07-01,269.510010,284.369995,269.239990,281.329987,265.653534,1266892500
2018-08-01,281.559998,291.739990,279.160004,290.309998,274.133270,1308443700
2018-09-01,289.839996,293.940002,286.709991,290.720001,274.520355,1228103300
2018-10-01,292.109985,293.209991,259.850006,270.630005,256.706665,3024345800
2018-11-01,271.600006,281.220001,263.070007,275.649994,261.468384,2021061200
2018-12-01,280.279999,280.399994,233.759995,249.919998,237.062088,3102780500
2019-01-01,245.979996,270.470001,243.669998,269.929993,257.537811,2048691700
2019-02-01,270.149994,281.309998,267.829987,278.679993,265.886139,1371716300
2019-03-01,280.440002,285.179993,272.420013,282.480011,269.511658,1678081300
2019-04-01,284.700012,294.450012,284.399994,294.019989,281.757507,1209204700
2019-05-01,294.720001,294.950012,275.239990,275.269989,263.789520,1845593200
2019-06-01,275.309998,296.309998,273.089996,293.000000,280.780029,1340435600
2019-07-01,296.679993,302.230011,294.329987,297.429993,286.411560,1110102300
2019-08-01,297.600006,300.869995,281.720001,292.450012,281.615997,2034004800
2019-09-01,290.570007,302.630005,289.269989,296.769989,285.776001,1303830000
2019-10-01,297.739990,304.549988,284.820007,303.329987,293.441833,1386748300
2019-11-01,304.920013,315.480011,304.739990,314.309998,304.063934,1037123500
2019-12-01,314.589996,323.799988,307.130005,321.859985,311.367828,1285175800
2020-01-01,323.540009,332.950012,320.359985,321.730011,312.772247,1392003800
2020-02-01,323.350006,339.079987,285.540009,296.260010,288.011475,2110214900
2020-03-01,298.209991,313.839996,218.259995,257.750000,250.573639,5926017600
2020-04-01,247.979996,294.880005,243.899994,290.480011,284.052917,2819312300
2020-05-01,285.309998,306.839996,272.989990,304.320007,297.586670,1910460500
2020-06-01,303.619995,323.410004,296.739990,308.359985,301.537262,2358674500
2020-07-01,309.570007,327.230011,309.070007,326.519989,320.700562,1505145300
2020-08-01,328.320007,351.299988,327.730011,349.309998,343.084381,1045563300
2020-09-01,350.209991,358.750000,319.799988,334.890015,328.921448,1814712700
2020-10-01,337.690002,354.019989,322.600006,326.540009,322.004089,1629016100
2020-11-01,330.200012,364.380005,327.239990,362.059998,357.030670,1535244300
2020-12-01,365.570007,378.459991,362.029999,373.880005,368.686462,1344541500
2021-01-01,375.309998,385.850006,364.820007,370.070007,366.484985,1402265400
2021-02-01,373.720001,394.170013,370.380005,380.359985,376.675262,1307806200
2021-03-01,385.589996,398.119995,371.880005,396.329987,392.490570,2401715800
2021-04-01,398.399994,420.720001,398.179993,417.299988,414.610931,1462106600
2021-05-01,419.429993,422.820007,404.000000,420.040009,417.333282,1547235900
2021-06-01,422.570007,428.779999,414.700012,428.059998,425.301605,1282152400
2021-07-01,428.869995,441.799988,421.970001,438.510010,437.109650,1422044100
2021-08-01,440.339996,453.070007,436.100006,451.559998,450.117981,1253787500
2021-09-01,452.559998,454.049988,428.779999,429.140015,427.769592,1745134600
2021-10-01,430.980011,458.489990,426.359985,453.940002,453.940002,1386766800
